customer_age,customer_tenure_months,payment_amount,previous_payment_success_rate,previous_failed_payments,days_since_last_payment,payment_method,failure_reason,subscription_age_months,customer_lifetime_value,previous_recovery_count,recovered
24,1,1092.86,0.48,1,63,upi,insufficient_funds,15,2663.92,2,0
34,4,1462.85,0.69,2,57,upi,insufficient_funds,37,2313.3,0,0
40,32,878.56,0.69,2,40,card,insufficient_funds,14,2234.64,0,0
43,33,1741.66,0.59,1,64,card,insufficient_funds,40,7160.82,0,0
38,49,523.57,0.95,1,3,upi,insufficient_funds,31,5048.75,3,1
39,26,656.85,0.79,3,43,card,bank_error,11,2144.68,2,1
24,17,526.98,0.99,2,25,wallet,insufficient_funds,26,2030.68,2,0
31,39,686.75,0.44,1,55,upi,card_declined,1,2835.51,0,0
32,23,896.86,0.64,2,36,card,card_declined,25,3176.2,1,0
24,32,2253.78,0.9,0,58,card,bank_error,21,2708.77,2,1
26,52,1128.9,0.65,3,77,netbanking,card_declined,34,4745.79,0,0
68,15,446.3,0.56,1,19,upi,insufficient_funds,3,4510.1,1,1
65,13,411.01,1.0,0,59,upi,bank_error,7,1704.92,1,1
25,2,819.59,0.92,0,16,card,network_error,11,3131.51,0,1
67,19,1966.64,0.73,3,2,card,insufficient_funds,31,10407.17,0,0
40,24,2928.03,0.74,1,65,upi,insufficient_funds,26,6659.02,1,0
46,45,360.13,0.4,1,59,upi,insufficient_funds,23,2585.17,1,0
35,24,1423.18,0.99,2,48,card,network_error,16,8176.57,0,0
48,11,827.73,0.88,1,3,card,expired_card,19,11884.14,1,0
47,59,873.97,0.42,2,26,card,card_declined,20,4400.42,1,0
69,22,520.63,0.51,0,14,upi,bank_error,10,13777.19,0,1
56,15,940.07,0.89,1,24,card,card_declined,44,9694.8,0,0
52,10,504.5,0.45,2,35,upi,card_declined,46,7730.48,0,0
35,41,910.42,0.97,1,88,card,insufficient_funds,22,3066.95,1,1
59,27,2449.85,1.0,1,6,upi,insufficient_funds,23,1257.74,0,1
56,9,1705.93,0.93,0,62,card,card_declined,8,1787.27,1,0
34,52,4186.52,0.84,1,36,card,bank_error,39,1514.79,0,1
31,28,1585.17,0.69,2,29,card,card_declined,13,9064.32,4,0
48,1,1239.13,0.45,2,13,card,card_declined,13,3710.41,1,1
41,17,1614.9,0.84,2,8,upi,insufficient_funds,7,4215.05,0,0
52,31,637.11,0.64,3,15,card,insufficient_funds,29,17566.13,2,0
61,44,254.62,0.74,2,33,wallet,network_error,45,1481.37,0,1
62,10,1914.71,0.58,3,89,upi,card_declined,9,7307.7,0,0
51,37,312.08,0.55,1,16,card,insufficient_funds,26,3877.56,0,1
20,29,2404.56,0.59,0,85,upi,bank_error,6,1074.9,3,0
54,18,1854.87,0.89,3,52,netbanking,card_declined,33,5962.76,1,1
60,47,605.06,0.66,1,81,netbanking,card_declined,29,2007.12,0,0
57,38,808.14,0.59,5,34,wallet,expired_card,19,911.3,2,0
43,39,1087.81,0.66,2,77,netbanking,insufficient_funds,32,886.33,0,0
40,49,575.06,0.42,2,34,card,card_declined,21,2468.33,1,0
61,6,1600.97,0.93,2,43,card,card_declined,17,2950.24,0,0
56,40,1702.87,0.73,0,61,upi,expired_card,34,4136.04,1,1
32,12,399.39,0.46,3,79,upi,card_declined,19,864.9,1,0
66,53,616.36,0.57,2,22,card,bank_error,11,2818.09,0,0
21,14,1068.74,0.99,2,51,card,network_error,36,6859.14,2,1
46,44,2436.72,0.76,1,4,wallet,expired_card,23,6143.53,1,1
39,55,1731.25,0.57,4,49,wallet,bank_error,23,1880.12,1,0
42,10,214.51,0.66,2,39,card,bank_error,34,15002.35,1,1
30,54,893.91,0.56,1,87,card,card_declined,35,1456.37,0,0
35,20,1526.71,0.42,1,77,netbanking,network_error,17,1173.47,1,0
50,15,626.42,0.91,1,72,card,bank_error,13,5277.77,0,0
33,31,593.37,0.58,2,1,upi,card_declined,32,2300.61,0,0
62,7,650.1,0.9,1,41,card,network_error,17,7617.69,0,1
59,58,883.96,0.69,2,50,upi,insufficient_funds,6,2164.24,0,0
61,41,552.6,0.51,0,81,card,bank_error,43,7341.79,0,0
19,10,1740.54,0.88,3,17,netbanking,expired_card,42,15980.49,1,0
52,10,600.35,0.63,0,8,card,bank_error,43,9487.33,1,0
59,48,530.96,0.82,2,67,upi,expired_card,36,3118.93,3,0
51,39,829.58,0.9,2,86,upi,bank_error,25,3012.54,0,0
47,28,3087.88,0.98,1,66,upi,insufficient_funds,3,2926.14,4,0
30,30,1583.98,0.45,0,2,card,bank_error,47,6723.2,1,0
30,37,1656.07,0.41,1,17,upi,bank_error,15,3170.65,3,1
35,55,1339.93,0.73,4,73,card,bank_error,46,2251.15,2,0
49,3,565.16,0.56,2,33,netbanking,network_error,18,5373.28,0,0
49,50,700.61,0.68,1,54,card,bank_error,10,11526.02,0,0
52,43,622.04,0.44,1,70,netbanking,insufficient_funds,5,6101.28,1,0
56,15,2354.52,0.7,0,6,upi,insufficient_funds,38,13436.37,2,0
63,21,1348.48,0.47,1,52,card,bank_error,21,4244.84,1,0
69,52,341.34,0.9,2,45,card,network_error,44,4540.52,1,0
46,37,3031.63,0.86,0,1,wallet,insufficient_funds,1,5698.41,0,0
66,56,869.25,0.44,3,80,card,card_declined,44,10510.82,0,0
46,12,1732.58,0.9,0,51,upi,expired_card,25,5568.98,1,0
61,4,2290.75,0.59,0,11,card,expired_card,43,1906.68,1,0
33,47,182.46,0.61,2,22,wallet,insufficient_funds,29,24704.09,1,1
61,9,1507.52,0.51,1,34,upi,card_declined,42,16117.77,0,0
64,39,918.92,0.9,1,1,wallet,bank_error,34,7810.03,1,0
27,42,201.28,0.64,1,77,netbanking,bank_error,47,2817.25,0,0
47,28,496.33,0.43,2,49,upi,network_error,19,3459.0,1,0
42,23,797.73,0.98,2,49,card,network_error,44,7974.44,0,1
56,45,1982.19,0.55,5,42,card,card_declined,19,2537.89,1,0
37,40,969.36,0.96,2,49,card,card_declined,36,3778.91,2,1
22,44,1216.44,0.58,1,13,card,insufficient_funds,12,2755.26,0,1
18,22,854.67,0.9,2,68,upi,card_declined,32,5282.91,1,1
47,24,2348.5,0.8,1,14,netbanking,card_declined,22,6714.9,0,1
66,51,1579.28,0.92,0,36,card,insufficient_funds,1,8899.01,2,1
20,58,1229.05,0.99,0,56,card,card_declined,1,1923.5,3,0
62,26,492.65,0.92,2,87,upi,bank_error,37,3069.59,1,1
31,30,1192.6,0.64,1,69,netbanking,insufficient_funds,24,2795.7,1,0
47,33,7687.19,0.89,1,46,card,card_declined,13,2847.42,2,0
67,16,1913.5,0.83,1,15,card,network_error,28,5224.08,2,1
21,22,653.58,0.44,3,87,card,insufficient_funds,33,2951.93,2,1
35,49,4010.7,0.96,3,8,card,network_error,26,1867.53,2,0
54,57,633.73,0.68,2,56,upi,insufficient_funds,17,5686.33,1,0
42,50,1808.07,0.48,1,11,upi,network_error,25,833.53,0,0
65,43,1061.74,0.66,0,71,netbanking,bank_error,32,3128.44,1,0
18,18,1245.75,0.76,4,23,wallet,network_error,2,11559.59,2,1
63,7,1278.17,0.74,3,45,wallet,insufficient_funds,43,14471.17,0,0
32,50,922.14,0.74,1,27,upi,expired_card,30,7907.36,0,0
26,26,835.03,0.55,0,31,card,insufficient_funds,14,3544.46,2,0
32,8,436.25,0.78,3,47,card,network_error,13,8415.47,0,0
66,6,498.94,0.94,1,66,upi,network_error,37,26388.06,1,1
41,30,1385.44,0.63,1,61,wallet,bank_error,11,6466.02,1,0
21,39,680.0,0.78,3,8,upi,card_declined,45,9452.3,0,0
29,23,579.98,0.55,0,65,wallet,card_declined,9,24251.97,1,1
54,32,7935.7,0.43,1,25,card,card_declined,36,8159.04,0,0
54,22,6263.8,0.75,1,17,card,card_declined,22,2725.91,0,0
60,42,1646.78,0.43,0,30,upi,bank_error,4,1136.21,1,1
23,43,1817.21,0.83,0,24,netbanking,insufficient_funds,31,8662.72,2,1
56,57,620.99,0.8,0,52,card,bank_error,43,2520.23,1,0
63,45,478.34,0.62,1,63,card,card_declined,38,7102.53,1,0
41,9,864.17,0.65,0,61,card,expired_card,41,1912.63,0,0
28,31,1096.86,0.95,1,77,card,card_declined,1,3240.61,1,1
30,7,1806.51,0.41,2,58,card,expired_card,19,9275.23,0,0
51,9,304.53,0.74,2,79,card,expired_card,9,954.2,1,0
42,13,4929.9,0.95,2,32,upi,network_error,12,31544.74,1,0
24,58,1304.56,0.95,4,35,upi,network_error,39,1667.49,0,0
69,3,370.37,0.75,4,16,upi,expired_card,43,3154.33,1,0
21,35,1224.43,0.63,3,9,upi,network_error,34,3971.27,0,0
25,33,583.06,0.46,2,19,upi,expired_card,11,3866.3,1,0
37,21,555.14,0.5,1,40,card,bank_error,37,2500.89,1,1
46,31,521.3,0.81,4,40,card,insufficient_funds,47,18150.06,1,0
68,52,916.41,0.41,1,46,card,insufficient_funds,17,3055.8,1,0
62,34,4778.59,0.93,3,3,card,bank_error,17,11198.71,0,1
63,32,1170.12,0.75,3,26,card,bank_error,16,2173.66,0,1
27,57,1782.41,0.43,0,72,card,network_error,44,1451.38,1,0
60,35,2115.32,0.54,2,70,card,insufficient_funds,23,9086.19,0,0
51,15,990.96,0.76,2,5,upi,bank_error,43,13098.03,2,1
43,56,486.52,0.42,0,85,wallet,expired_card,40,5356.87,2,0
58,32,358.12,0.87,2,27,wallet,bank_error,40,33266.11,0,0
66,6,836.13,0.95,3,44,netbanking,insufficient_funds,12,4117.76,0,0
20,45,2442.45,0.98,3,38,upi,insufficient_funds,23,5937.6,0,0
23,21,2110.7,0.84,1,72,wallet,card_declined,19,2974.6,1,1
22,33,1312.21,0.91,1,86,upi,bank_error,32,3344.47,1,0
22,32,1439.74,0.77,2,87,upi,bank_error,1,12631.56,0,0
64,52,996.47,0.68,2,89,upi,card_declined,15,17834.84,2,0
40,19,782.87,0.83,2,71,card,insufficient_funds,24,11652.3,1,0
66,33,654.11,0.53,2,78,card,insufficient_funds,26,2511.34,0,0
26,28,391.5,0.47,0,41,card,bank_error,40,3531.12,2,1
52,31,3858.32,0.86,2,58,card,card_declined,24,1347.57,0,0
37,21,1236.18,0.97,0,29,upi,bank_error,10,17479.82,0,1
66,54,804.54,0.75,0,81,netbanking,card_declined,6,14309.37,0,0
59,34,3923.8,0.69,3,51,wallet,insufficient_funds,2,6984.93,2,0
52,15,4484.52,0.72,3,70,card,network_error,34,8251.13,1,0
67,14,7492.15,0.69,1,63,wallet,card_declined,18,8066.81,0,0
35,19,921.65,0.67,1,19,upi,card_declined,24,2420.14,1,0
34,43,1180.46,0.97,2,27,card,bank_error,12,2104.74,0,1
41,15,1729.64,0.69,0,53,upi,card_declined,24,5806.85,1,1
20,6,3510.56,0.45,2,45,card,expired_card,8,8516.01,1,0
49,52,1145.29,0.86,4,11,card,insufficient_funds,1,4621.89,2,1
52,9,550.95,0.63,1,10,upi,card_declined,45,6794.95,2,0
55,37,647.19,0.83,3,86,upi,network_error,25,9573.09,0,0
30,20,2500.39,0.75,1,20,card,insufficient_funds,10,10423.66,1,0
64,34,1693.79,0.83,1,19,wallet,card_declined,36,2108.75,0,0
42,38,971.62,0.44,2,88,upi,expired_card,41,823.7,2,0
26,26,927.9,0.42,0,2,card,insufficient_funds,7,1989.06,0,0
21,18,971.65,0.63,1,40,upi,insufficient_funds,29,6873.79,0,0
31,28,2610.58,0.82,1,18,upi,insufficient_funds,26,910.23,0,1
54,55,631.27,0.53,1,82,upi,bank_error,42,5260.39,0,0
51,51,469.0,0.66,1,2,netbanking,expired_card,35,10127.16,1,0
28,9,3911.85,0.99,1,47,card,expired_card,32,4928.03,1,0
58,32,1116.04,0.53,2,49,upi,card_declined,40,8472.82,0,0
20,59,1037.4,0.91,1,23,upi,insufficient_funds,32,3210.42,0,1
45,53,1754.07,0.9,2,47,upi,insufficient_funds,33,6220.93,0,1
46,56,548.82,0.93,2,79,card,network_error,18,4537.83,1,0
26,59,1854.46,0.95,4,89,upi,expired_card,39,2506.67,2,0
20,6,838.9,0.7,3,45,wallet,card_declined,22,1885.26,1,0
42,14,2411.42,0.81,2,82,upi,card_declined,15,1420.57,1,0
51,28,374.8,0.77,0,21,netbanking,insufficient_funds,41,10426.17,0,0
29,58,1503.37,0.59,0,47,card,card_declined,23,6703.0,0,0
59,24,932.75,0.57,2,32,card,expired_card,41,2302.64,1,0
26,13,669.65,0.6,2,19,card,expired_card,37,2026.14,0,1
32,43,1881.72,0.53,2,18,upi,insufficient_funds,13,4987.84,0,1
57,12,988.49,0.85,1,24,wallet,bank_error,22,6098.12,0,1
42,51,1519.61,0.98,3,47,netbanking,insufficient_funds,45,3117.08,0,0
22,19,2659.78,0.92,3,30,card,bank_error,22,2961.76,5,0
28,21,1908.45,0.53,0,85,upi,card_declined,29,4704.71,1,0
51,27,514.78,0.43,1,21,wallet,card_declined,3,4606.83,0,1
41,58,750.53,0.85,0,48,card,card_declined,19,2924.07,1,1
32,19,1512.48,0.63,1,66,upi,bank_error,44,5180.0,1,0
55,24,1911.63,0.89,2,45,wallet,insufficient_funds,36,689.72,2,0
25,26,834.08,0.87,2,1,netbanking,network_error,39,6516.49,0,0
22,45,1259.53,0.78,0,22,card,card_declined,6,9043.03,1,1
65,28,1254.02,0.55,2,56,card,bank_error,14,3656.56,0,0
43,46,1382.47,0.46,4,40,upi,insufficient_funds,28,15577.81,0,0
35,56,480.46,0.55,2,38,wallet,network_error,31,2744.76,2,1
23,18,407.27,0.71,2,19,upi,card_declined,45,5364.94,0,0
54,44,225.55,0.99,2,19,upi,network_error,26,2224.16,1,1
65,36,1180.74,0.44,1,66,netbanking,insufficient_funds,6,4985.33,0,0
30,42,422.03,0.52,0,87,card,card_declined,42,4005.02,1,0
45,29,4893.72,0.78,2,47,upi,insufficient_funds,3,1833.37,1,1
22,17,1733.47,0.58,2,58,card,bank_error,9,6972.03,2,0
30,4,479.48,0.92,0,57,card,insufficient_funds,3,6432.82,1,0
34,44,2427.44,0.48,2,48,card,bank_error,17,4078.09,1,0
67,45,2431.46,0.98,4,45,card,card_declined,27,1978.5,1,0
57,59,2573.72,0.95,4,87,netbanking,insufficient_funds,14,8676.78,0,1
62,29,622.88,0.93,3,28,card,insufficient_funds,37,6165.46,2,0
49,4,1810.28,0.5,2,60,card,network_error,40,23164.14,0,1
46,10,2604.42,0.6,2,5,upi,network_error,47,1964.66,1,0
68,25,3293.15,0.88,0,18,upi,card_declined,4,5073.33,3,0
20,31,377.43,0.88,0,88,upi,insufficient_funds,42,26300.44,2,0
57,3,941.67,0.82,1,37,upi,card_declined,8,10008.78,0,0
51,47,607.4,0.67,1,80,card,card_declined,11,5588.5,0,0
57,2,4043.59,0.59,2,25,card,expired_card,22,2105.89,0,0
44,57,1546.49,0.98,1,38,card,card_declined,33,9253.77,2,0
30,25,2046.47,0.48,2,1,wallet,network_error,42,3373.54,0,1
62,49,1530.65,0.43,2,40,upi,insufficient_funds,44,3480.66,1,0
50,6,1426.1,0.41,2,55,card,expired_card,32,19258.33,2,0
23,26,599.26,0.87,2,39,card,insufficient_funds,24,13014.91,1,0
41,8,802.27,0.43,2,76,upi,bank_error,2,5586.64,2,0
36,35,1152.93,0.72,4,25,card,network_error,31,3950.57,0,1
33,27,696.45,0.62,3,23,upi,insufficient_funds,7,1147.94,0,0
57,25,612.03,0.49,0,43,card,expired_card,21,7132.39,0,1
45,18,949.59,0.84,5,48,card,expired_card,38,4885.55,2,0
50,54,717.95,0.43,3,38,wallet,expired_card,12,7965.63,0,0
65,1,1135.55,0.59,0,24,card,insufficient_funds,3,571.29,2,0
58,48,804.31,0.74,0,5,upi,bank_error,16,2123.11,2,1
30,39,678.98,0.64,0,60,card,insufficient_funds,22,3038.86,0,0
60,3,572.87,0.56,1,17,upi,card_declined,11,5236.94,0,0
62,55,1101.32,0.96,1,37,card,insufficient_funds,39,4716.56,1,0
42,4,2042.25,0.96,2,15,card,card_declined,14,3003.29,1,1
59,41,1729.54,0.65,1,66,card,insufficient_funds,42,5392.06,1,0
53,37,376.59,0.64,2,20,netbanking,network_error,13,17461.07,0,1
44,51,2001.85,0.58,2,30,wallet,insufficient_funds,16,5830.91,1,0
55,15,1721.01,0.91,3,16,card,network_error,28,8320.48,0,0
24,8,2040.79,0.74,1,44,card,insufficient_funds,7,4826.1,0,0
22,38,2341.46,0.45,2,59,upi,insufficient_funds,18,4145.24,1,0
60,50,658.95,0.91,1,4,upi,card_declined,15,3770.89,0,1
62,19,889.04,0.72,1,31,upi,network_error,18,5056.7,1,1
68,56,3840.37,0.65,1,26,upi,network_error,47,12665.58,1,1
48,47,3683.9,0.6,3,41,upi,network_error,11,12659.75,1,0
40,26,1039.39,0.46,3,76,card,bank_error,11,10254.57,2,0
59,39,1672.67,0.97,0,2,card,insufficient_funds,39,5593.85,0,1
27,10,1778.31,0.84,2,8,netbanking,card_declined,17,9004.01,0,0
49,38,3753.15,0.48,0,78,upi,insufficient_funds,40,3419.87,2,0
60,14,1396.46,0.71,0,24,wallet,network_error,6,12278.28,3,1
47,49,469.37,0.73,0,40,upi,insufficient_funds,46,12236.37,0,0
56,41,785.87,0.5,0,25,upi,network_error,5,4533.64,0,0
48,19,9832.77,0.66,3,62,upi,bank_error,33,2554.94,2,1
35,30,454.39,0.79,1,58,card,network_error,21,3177.49,1,1
53,5,1135.92,0.57,1,71,card,bank_error,9,1582.63,0,0
19,55,5538.47,0.6,1,32,wallet,network_error,33,3358.42,1,1
31,31,626.52,0.47,3,87,card,bank_error,5,1508.25,2,1
30,7,162.58,0.65,2,46,card,bank_error,20,2216.17,1,0
46,19,184.92,0.75,3,26,upi,card_declined,23,6818.44,2,0
29,31,628.95,0.47,0,42,upi,expired_card,37,3010.06,0,1
56,52,319.24,0.77,2,7,card,card_declined,34,1867.78,2,1
19,58,2266.56,0.64,0,56,upi,expired_card,16,5020.83,3,1
49,39,1323.06,0.81,1,47,card,insufficient_funds,46,5298.65,0,0
30,24,246.24,0.59,2,50,netbanking,bank_error,27,1264.56,1,0
63,34,358.98,0.74,2,45,netbanking,bank_error,4,7019.13,1,1
44,57,2612.59,0.77,3,68,wallet,bank_error,15,7063.02,0,1
66,23,1255.4,0.81,0,44,netbanking,insufficient_funds,20,1375.79,0,1
58,48,2991.54,0.85,2,25,upi,insufficient_funds,43,23191.24,1,1
34,45,2400.2,0.48,2,52,netbanking,card_declined,5,21687.56,0,0
57,40,490.11,0.98,2,18,card,bank_error,40,15246.74,0,1
48,6,2033.22,0.91,0,7,card,bank_error,16,2378.18,1,0
51,38,1626.19,0.74,1,22,upi,insufficient_funds,34,1217.15,0,1
41,41,277.77,0.93,2,4,wallet,card_declined,47,2076.39,2,1
62,36,422.68,0.63,4,29,upi,card_declined,14,10692.72,0,0
52,27,6041.27,0.42,0,88,card,network_error,27,4966.87,0,0
65,11,572.87,0.84,1,40,wallet,insufficient_funds,2,10047.25,1,0
23,5,1462.74,0.97,2,52,upi,insufficient_funds,29,7859.43,0,0
36,57,959.63,0.5,0,60,upi,insufficient_funds,5,31726.56,0,0
47,17,1247.14,0.79,4,41,upi,card_declined,28,21195.15,1,0
24,52,1005.11,0.89,0,76,upi,bank_error,2,5012.67,1,0
27,7,2155.18,0.94,1,73,card,network_error,34,7696.81,1,0
58,27,2116.02,0.57,0,15,card,expired_card,3,1885.04,1,1
49,47,1191.0,0.48,0,77,wallet,bank_error,41,1996.08,0,1
51,57,582.23,0.55,2,57,card,card_declined,22,19738.38,3,1
45,15,736.45,0.75,3,35,upi,card_declined,26,2981.03,1,0
32,46,363.89,0.95,2,19,card,card_declined,5,10162.37,0,0
47,13,867.75,0.75,1,21,wallet,insufficient_funds,4,1775.83,1,0
54,11,318.46,0.95,2,85,upi,expired_card,37,1976.29,3,0
46,45,1278.18,0.86,1,13,upi,bank_error,33,27425.44,3,0
39,26,1349.11,0.76,0,21,card,bank_error,17,4998.7,2,1
21,22,2216.48,0.41,0,88,card,insufficient_funds,8,4475.44,1,0
37,28,466.82,0.6,0,26,upi,insufficient_funds,13,18318.08,0,1
49,24,489.54,0.43,1,56,card,network_error,26,4559.96,1,0
53,29,3188.45,0.59,0,31,upi,card_declined,35,4528.5,2,1
67,9,420.69,0.44,1,30,upi,insufficient_funds,47,5820.78,1,0
21,42,4609.39,0.5,2,24,netbanking,card_declined,44,5271.04,1,0
44,4,574.37,0.65,2,30,card,card_declined,47,4956.1,1,0
34,49,577.19,0.71,0,26,upi,expired_card,41,18917.47,0,0
29,46,1978.25,0.53,1,82,upi,bank_error,41,18286.34,0,0
39,56,1610.94,0.84,1,54,card,network_error,27,3309.71,1,1
34,18,3460.18,0.75,4,76,upi,card_declined,46,2406.22,1,0
27,43,291.81,0.82,3,21,card,bank_error,34,881.63,1,0
18,16,1593.27,0.84,2,23,card,network_error,30,3187.43,0,1
39,33,1061.9,0.84,1,28,card,network_error,27,2513.7,0,1
43,29,516.09,0.96,2,81,card,card_declined,43,13652.94,0,1
35,39,4092.99,0.54,2,79,netbanking,card_declined,25,6708.68,1,0
67,10,1293.03,0.56,1,23,upi,card_declined,29,9431.9,0,0
31,9,1049.43,0.46,0,59,card,bank_error,24,5219.54,2,1
64,59,1506.89,0.76,2,53,card,bank_error,17,3107.58,0,0
46,31,327.06,0.64,1,53,upi,insufficient_funds,44,2067.47,0,0
29,28,457.59,0.7,0,34,upi,card_declined,2,2164.27,1,1
53,57,868.85,0.5,0,68,card,insufficient_funds,40,3741.77,1,0
52,3,1368.51,0.79,3,12,card,card_declined,16,5042.93,0,1
69,54,2676.44,0.77,1,2,wallet,insufficient_funds,3,10929.28,0,1
29,55,590.26,0.56,1,25,card,insufficient_funds,23,2657.92,0,1
24,14,503.05,0.68,1,88,card,expired_card,7,3870.89,2,0
46,58,1557.75,0.94,2,68,card,insufficient_funds,24,11038.4,1,0
28,25,997.12,0.86,0,44,upi,insufficient_funds,8,4081.59,0,0
50,15,285.75,0.54,2,34,upi,expired_card,21,7017.71,0,0
23,2,576.59,0.93,5,6,upi,card_declined,17,16226.2,0,0
64,24,965.61,0.44,2,39,card,bank_error,27,8582.72,0,0
32,14,984.42,0.65,4,50,upi,card_declined,43,3529.65,1,0
49,48,1167.83,0.45,2,24,card,bank_error,12,7032.62,2,1
68,7,441.32,0.95,2,89,upi,card_declined,25,8633.69,0,0
28,36,1000.53,0.42,2,5,upi,insufficient_funds,39,5239.93,1,1
40,50,2128.04,0.49,2,54,wallet,card_declined,31,11055.17,1,0
43,24,145.28,0.95,3,54,upi,network_error,42,12947.21,0,0
51,27,899.94,0.75,1,10,upi,network_error,30,5247.12,0,1
63,37,342.62,0.88,3,82,upi,bank_error,42,15813.6,3,1
51,38,1072.17,0.41,0,75,card,insufficient_funds,36,2059.53,1,0
46,30,382.47,0.65,1,69,upi,network_error,41,4817.44,1,1
21,27,1204.54,0.99,1,6,card,expired_card,22,2115.32,1,1
34,39,3424.28,0.75,1,78,upi,bank_error,15,3741.84,1,0
52,15,552.46,0.91,0,16,card,card_declined,23,16892.64,1,1
30,26,611.49,0.98,1,60,card,insufficient_funds,34,2093.09,0,1
58,1,789.27,0.81,0,14,upi,bank_error,43,2656.1,0,0
56,56,1370.7,0.6,1,33,upi,bank_error,35,19526.82,0,1
32,4,537.36,0.59,1,69,upi,insufficient_funds,20,3204.96,0,0
46,29,840.38,0.44,2,40,upi,insufficient_funds,42,17956.59,0,0
46,57,686.33,0.66,1,78,card,bank_error,29,3898.34,1,0
28,1,791.11,0.95,0,40,netbanking,card_declined,28,8169.47,1,1
69,43,1382.0,0.69,2,9,card,insufficient_funds,9,2473.91,1,0
49,50,1612.83,0.95,4,67,card,network_error,32,5866.15,0,1
19,46,390.04,0.89,2,74,card,card_declined,8,732.81,1,0
64,22,1378.23,0.99,2,48,upi,bank_error,13,4925.21,1,0
31,11,9917.27,0.97,4,75,card,insufficient_funds,34,2493.91,1,0
37,10,3232.33,0.82,0,65,card,card_declined,47,1995.1,4,0
39,59,699.73,0.92,1,10,upi,insufficient_funds,25,4273.57,1,1
28,17,1202.71,0.85,2,6,upi,insufficient_funds,11,990.95,1,0
44,36,1071.16,0.82,0,72,upi,insufficient_funds,24,4737.69,1,0
20,56,1512.65,0.83,1,62,upi,bank_error,4,13088.15,1,1
34,47,816.03,0.83,0,31,wallet,insufficient_funds,35,2234.06,0,1
61,26,908.32,0.63,0,6,netbanking,network_error,36,3477.01,1,1
45,48,657.49,0.65,3,34,card,card_declined,2,3717.22,1,0
46,21,2360.92,0.58,1,67,upi,card_declined,30,11432.14,0,1
38,13,1363.32,0.49,2,62,upi,expired_card,40,5900.96,2,0
64,9,1370.58,0.68,2,86,card,network_error,6,3408.88,2,0
33,11,2573.1,0.94,3,12,card,insufficient_funds,42,3274.44,0,1
54,11,2599.88,0.79,2,38,upi,insufficient_funds,7,5754.47,3,0
37,6,2278.22,0.43,6,83,upi,card_declined,13,7694.12,0,0
23,1,2545.84,0.89,3,7,upi,bank_error,43,7323.42,1,1
36,54,3274.33,0.96,0,64,card,insufficient_funds,20,10783.08,2,0
22,6,557.45,0.9,0,87,wallet,insufficient_funds,5,10421.26,1,0
20,13,889.74,0.84,4,77,upi,card_declined,24,3016.69,1,0
18,22,1801.3,0.49,0,4,wallet,insufficient_funds,42,20967.26,0,0
55,56,590.0,0.61,2,21,card,bank_error,34,16225.03,0,1
32,31,850.41,0.74,1,78,upi,insufficient_funds,23,16144.03,0,1
51,22,1256.51,0.45,4,36,upi,card_declined,9,31174.74,0,0
52,37,933.47,0.46,1,7,card,insufficient_funds,26,9616.29,2,1
66,47,1148.5,0.96,0,77,card,network_error,26,18343.55,0,1
42,27,491.88,0.82,1,35,card,network_error,18,2338.39,0,1
41,50,1068.03,0.57,4,49,wallet,bank_error,36,7525.21,2,0
29,52,1204.5,0.6,2,11,upi,network_error,17,3536.19,1,0
35,14,3396.51,0.63,1,89,card,insufficient_funds,5,4886.35,1,0
32,47,908.65,0.45,1,24,upi,insufficient_funds,6,12732.91,1,0
61,58,695.63,0.84,0,22,upi,expired_card,34,650.46,0,0
33,5,1806.35,0.51,1,43,card,card_declined,31,4590.5,0,0
44,58,118.83,0.88,0,51,wallet,insufficient_funds,37,2736.4,1,0
25,36,878.18,0.91,3,49,netbanking,insufficient_funds,20,6985.41,1,1
63,32,765.4,0.78,0,22,card,insufficient_funds,12,1185.68,1,0
42,34,1316.39,0.86,1,79,upi,insufficient_funds,11,2084.03,0,0
34,7,2623.75,0.5,1,18,upi,expired_card,30,5562.88,1,0
46,42,3248.33,0.75,0,44,card,network_error,40,1473.42,0,0
25,48,1303.57,0.81,1,32,netbanking,bank_error,14,13808.95,0,1
32,10,370.12,0.8,0,58,netbanking,card_declined,46,2849.65,1,0
44,50,765.15,0.47,1,56,upi,card_declined,21,3827.1,0,0
63,17,826.18,0.61,1,74,card,insufficient_funds,23,29322.79,1,0
67,30,1418.07,0.6,1,9,card,network_error,36,1263.21,0,0
69,21,1140.67,0.74,0,63,card,network_error,5,21807.36,0,0
24,13,677.35,0.86,1,89,card,insufficient_funds,46,7481.65,1,1
20,1,456.62,0.74,1,4,wallet,insufficient_funds,46,6700.91,0,1
46,1,597.05,0.85,1,38,netbanking,card_declined,3,3442.42,1,1
61,47,581.88,0.46,0,42,card,insufficient_funds,32,14665.61,1,0
41,33,3412.17,0.93,1,7,upi,card_declined,28,4615.23,0,1
20,38,639.85,0.72,1,42,card,card_declined,4,11031.83,0,0
37,25,1143.78,0.42,0,60,card,network_error,39,6260.94,0,0
63,26,2160.1,0.79,2,20,card,network_error,26,957.53,0,1
32,13,1256.93,0.71,1,63,card,network_error,31,10477.3,1,0
42,59,512.76,0.53,0,21,card,insufficient_funds,10,16882.78,2,1
47,28,2185.41,0.86,1,5,card,expired_card,12,2557.26,1,1
